StudyHours,Attendance,PreviousScore,AssignmentScore,WritingSkills,ReadingSkills,ComputerSkills,PercentScore,Grade,Pass/Fail
4.2,71.8,81.2,82.7,1,8,3,68.68,B,Pass
2.3,84.8,76.3,87.0,10,10,7,76.8,B+,Pass
5.8,89.7,46.3,22.4,8,1,7,63.1,B,Pass
5.1,71.0,64.5,79.3,9,2,7,73.52,B+,Pass
1.5,97.6,37.4,95.1,3,1,6,49.38,F,Fail
4.7,95.7,42.0,72.0,7,10,2,68.67,B,Pass
2.8,54.9,74.9,44.9,10,6,5,63.15,B,Pass
4.8,56.8,98.8,66.4,3,3,5,70.54,B+,Pass
5.0,56.6,37.9,21.4,9,8,5,60.34,B,Pass
1.8,76.4,90.4,28.5,6,6,3,56.72,C,Pass
4.3,73.5,57.1,86.1,8,6,6,71.74,B+,Pass
5.3,94.2,62.9,82.8,9,7,10,84.76,A,Pass
2.6,68.4,76.1,96.5,5,5,1,61.74,B,Pass
1.4,72.8,83.9,43.2,2,9,9,60.34,B,Pass
1.1,94.0,82.9,65.3,7,8,8,67.32,B,Pass
1.6,77.6,67.1,80.8,7,6,2,58.06,C,Pass
1.0,80.0,55.5,95.1,6,8,9,63.14,B,Pass
2.6,55.9,46.5,75.8,2,1,8,49.98,F,Fail
2.5,51.6,56.6,40.3,6,10,9,60.36,B,Pass
1.6,89.4,42.4,29.9,3,7,5,45.42,F,Fail
4.3,64.5,34.0,52.7,4,2,1,47.06,F,Fail
6.0,75.1,72.8,49.1,9,10,3,79.07,B+,Pass
5.5,92.3,87.7,91.1,2,1,3,72.82,B+,Pass
2.3,70.3,68.7,65.5,2,3,6,54.23,C,Pass
4.8,96.6,75.0,58.0,4,10,10,80.31,A,Pass
5.7,83.8,33.3,51.7,6,4,7,64.26,B,Pass
5.5,53.0,58.7,46.9,6,6,2,63.01,B,Pass
5.4,56.1,73.4,31.5,6,8,3,67.28,B,Pass
4.9,90.7,53.5,53.3,4,9,8,71.04,B+,Pass
2.5,99.6,74.7,83.6,3,2,9,65.18,B,Pass
1.4,58.4,92.9,93.3,3,3,2,56.66,C,Pass
3.4,77.8,30.1,25.3,1,6,9,48.7,F,Fail
1.3,71.4,68.5,70.8,9,6,5,60.08,B,Pass
6.0,67.9,63.4,66.5,1,10,4,71.62,B+,Pass
2.8,86.7,88.4,85.3,10,1,10,75.76,B+,Pass
5.8,50.9,68.5,94.0,8,4,7,78.52,B+,Pass
4.9,84.1,32.0,30.5,10,3,10,63.59,B,Pass
3.1,56.2,84.0,61.4,3,5,8,64.23,B,Pass
1.6,69.8,69.1,81.7,10,3,4,59.91,C,Pass
2.2,69.2,82.4,51.1,2,8,8,61.99,B,Pass
4.4,66.0,30.1,55.6,9,7,10,66.06,B,Pass
5.1,97.6,53.7,60.5,9,5,7,73.66,B+,Pass
5.9,82.6,40.8,59.7,1,9,7,68.02,B,Pass
1.7,69.7,99.6,39.6,9,7,8,68.61,B,Pass
1.8,55.9,78.4,56.4,2,4,9,55.85,C,Pass
1.2,55.1,52.7,82.2,7,7,5,54.82,C,Pass
2.3,84.9,45.8,92.0,9,4,5,60.94,B,Pass
5.1,58.6,89.1,81.8,5,4,4,73.8,B+,Pass
2.0,84.2,65.0,56.8,7,8,6,62.19,B,Pass
3.7,97.8,40.1,69.1,3,2,9,58.97,C,Pass
3.2,87.1,98.5,98.3,3,7,3,73.88,B+,Pass
2.6,72.8,36.8,62.3,3,8,10,57.22,C,Pass
4.1,82.7,59.2,25.7,3,10,6,62.32,B,Pass
3.5,57.1,31.5,64.9,7,1,6,51.32,C,Pass
2.7,69.9,73.7,35.2,7,4,8,60.5,B,Pass
4.4,76.7,83.5,48.7,1,10,6,70.45,B+,Pass
2.4,66.6,65.3,59.4,6,7,1,55.49,C,Pass
4.2,78.2,47.9,49.1,8,2,7,60.96,B,Pass
5.8,58.3,36.4,20.4,10,3,1,55.19,C,Pass
4.6,89.4,39.4,35.8,5,6,8,61.56,B,Pass
3.1,68.4,59.1,45.7,1,6,8,55.87,C,Pass
4.7,61.1,77.2,75.5,8,2,10,75.54,B+,Pass
5.0,74.7,73.9,28.7,5,8,2,65.25,B,Pass
2.6,80.2,60.3,55.3,6,8,2,57.79,C,Pass
4.5,75.3,68.7,86.4,7,3,9,74.66,B+,Pass
3.2,53.3,40.0,95.4,3,2,8,55.44,C,Pass
5.1,66.6,55.4,52.5,3,9,6,66.78,B,Pass
2.5,60.7,41.3,40.9,4,4,2,42.53,F,Fail
5.7,90.0,33.2,90.8,9,8,3,73.72,B+,Pass
3.9,98.3,99.3,90.2,5,6,9,83.78,A,Pass
2.8,83.4,62.2,60.4,8,5,10,67.15,B,Pass
3.1,96.3,58.9,74.6,7,4,8,66.94,B,Pass
2.7,90.5,66.3,76.7,4,5,6,62.93,B,Pass
1.7,52.7,62.8,90.7,6,3,5,55.38,C,Pass
1.3,91.6,40.0,84.3,10,4,7,58.0,C,Pass
2.6,85.4,46.0,83.3,6,9,1,58.94,C,Pass
3.3,62.5,60.4,48.9,2,9,3,55.88,C,Pass
2.8,66.1,61.1,72.4,3,7,6,59.94,C,Pass
1.1,88.1,47.7,94.4,1,10,9,59.3,C,Pass
3.9,96.5,84.9,84.2,2,5,10,76.1,B+,Pass
1.7,60.5,93.2,76.6,4,10,8,69.64,B,Pass
2.1,88.5,83.5,80.1,10,6,5,71.14,B+,Pass
1.6,86.9,72.5,82.0,4,7,6,62.52,B,Pass
3.6,89.3,58.2,74.0,8,8,4,68.98,B,Pass
1.5,74.9,37.8,33.3,1,9,7,44.94,F,Fail
2.3,51.9,31.3,24.4,3,8,10,46.88,F,Fail
3.3,56.7,73.3,29.0,8,1,6,56.54,C,Pass
1.8,71.2,30.3,22.9,8,5,10,48.33,F,Fail
3.2,86.1,92.7,85.0,10,10,6,83.34,A,Pass
2.7,91.5,42.9,45.7,8,4,8,57.53,C,Pass
5.3,89.6,42.9,84.2,4,2,10,69.52,B,Pass
5.0,84.8,97.9,87.5,2,2,10,80.08,A,Pass
6.0,91.3,35.0,97.6,7,7,3,73.52,B+,Pass
3.6,78.5,77.1,50.4,4,3,8,64.09,B,Pass
3.9,50.1,46.6,60.7,1,3,7,52.36,C,Pass
5.7,81.6,37.7,26.8,1,3,8,56.4,C,Pass
3.0,93.2,53.5,78.3,4,7,8,65.44,B,Pass
3.8,75.1,49.9,40.8,10,10,6,67.31,B,Pass
2.9,81.1,72.9,43.4,7,3,7,61.44,B,Pass
3.7,93.7,41.3,53.5,9,3,4,58.52,C,Pass
1.4,94.6,78.8,78.9,4,4,2,56.6,C,Pass
4.9,86.8,43.3,77.2,5,2,7,64.68,B,Pass
5.9,63.0,36.9,56.8,3,5,7,62.64,B,Pass
1.3,54.6,52.7,98.8,9,1,2,50.66,C,Pass
5.0,64.0,91.9,53.5,8,10,2,77.4,B+,Pass
2.2,98.9,50.9,28.8,5,6,3,49.74,F,Fail
2.0,75.3,79.8,64.9,7,3,9,64.22,B,Pass
4.5,90.3,81.5,62.8,4,4,10,74.82,B+,Pass
1.2,62.9,35.6,34.3,8,1,9,43.14,F,Fail
3.3,92.7,80.2,21.5,7,6,8,66.74,B,Pass
1.0,65.6,37.1,92.5,4,6,4,47.71,F,Fail
3.8,98.6,71.4,71.0,5,5,8,71.56,B+,Pass
3.3,78.8,41.6,70.9,10,9,9,70.11,B+,Pass
5.6,94.2,36.0,42.7,3,1,2,53.22,C,Pass
4.6,50.1,50.1,98.7,3,9,6,68.74,B,Pass
1.6,67.0,78.0,47.7,1,1,4,45.76,F,Fail
2.8,69.2,41.1,97.9,4,5,8,60.08,B,Pass
5.7,83.0,79.0,83.0,9,2,9,83.3,A,Pass
4.6,77.1,98.6,29.4,10,7,5,77.17,B+,Pass
4.0,83.8,63.4,46.1,8,9,10,74.15,B+,Pass
3.8,71.7,83.2,99.2,2,6,9,75.05,B+,Pass
3.0,63.1,65.7,89.2,9,8,2,67.12,B,Pass
3.9,97.4,51.6,40.8,5,1,4,54.36,C,Pass
4.9,60.5,70.6,57.4,6,1,2,60.91,B,Pass
1.6,92.1,97.2,57.1,2,1,3,54.47,C,Pass
5.8,95.0,50.5,40.9,4,2,5,62.46,B,Pass
2.2,63.7,80.1,47.4,8,4,9,63.3,B,Pass
3.2,79.2,34.4,23.2,6,6,2,46.8,F,Fail
1.1,86.9,70.7,84.4,6,2,1,52.42,C,Pass
3.8,93.8,40.3,31.2,4,2,6,51.34,C,Pass
2.9,91.6,49.9,87.5,1,7,9,63.36,B,Pass
2.2,90.9,31.9,54.0,3,9,1,46.96,F,Fail
5.9,53.5,86.5,89.2,3,4,5,75.96,B+,Pass
3.1,98.9,54.2,94.9,7,1,5,63.08,B,Pass
3.1,76.1,55.4,92.9,8,5,6,66.8,B,Pass
3.3,65.5,71.6,91.8,8,8,7,74.42,B+,Pass
1.6,59.8,34.8,34.9,7,2,2,37.32,F,Fail
3.0,98.1,37.0,77.4,5,10,9,66.67,B,Pass
2.7,52.9,42.3,51.5,3,9,4,50.39,C,Pass
3.3,96.5,45.7,85.2,9,6,6,68.06,B,Pass
5.3,60.7,42.4,94.0,3,9,2,65.97,B,Pass
2.0,98.8,55.6,56.7,6,2,9,57.28,C,Pass
4.0,52.0,35.8,71.2,10,3,6,59.83,C,Pass
1.2,56.6,72.7,36.3,2,7,4,47.08,F,Fail
2.6,50.5,60.0,68.7,6,9,6,61.76,B,Pass
3.4,50.7,57.2,28.1,4,10,6,57.18,C,Pass
1.4,96.3,30.6,58.1,4,6,7,48.6,F,Fail
3.7,88.3,42.1,34.1,9,5,10,63.27,B,Pass
2.6,94.8,63.8,61.8,2,4,2,53.1,C,Pass
6.0,51.5,60.2,87.0,3,6,7,73.25,B+,Pass
4.2,53.3,59.6,73.4,4,2,10,64.04,B,Pass
2.2,99.7,57.5,98.9,4,5,2,58.98,C,Pass
1.5,74.5,30.6,90.1,10,6,8,58.62,C,Pass
1.2,56.8,82.0,47.2,8,3,8,57.06,C,Pass
1.5,72.3,61.2,40.3,3,3,10,50.58,C,Pass
4.4,55.2,62.6,66.5,7,1,3,59.74,C,Pass
5.3,99.1,98.2,92.6,8,5,7,89.55,A,Pass
1.8,85.9,96.5,70.7,3,3,4,60.52,B,Pass
3.0,59.9,87.3,76.7,2,9,1,63.32,B,Pass
2.8,78.1,50.2,42.9,8,7,6,59.0,C,Pass
4.2,86.2,36.5,46.0,5,6,4,56.44,C,Pass
1.9,87.0,68.1,51.4,5,6,5,57.04,C,Pass
5.8,65.0,66.3,54.8,9,6,4,73.5,B+,Pass
4.6,53.8,50.9,72.9,5,5,10,67.44,B,Pass
5.8,94.0,33.4,31.5,9,3,6,63.68,B,Pass
2.4,96.5,44.0,53.7,3,6,6,53.3,C,Pass
3.9,77.1,40.0,95.4,2,10,2,61.62,B,Pass
4.7,93.2,95.9,77.8,3,4,4,74.76,B+,Pass
4.6,77.0,54.2,37.3,4,6,7,62.24,B,Pass
1.1,63.1,78.4,31.1,7,10,10,61.98,B,Pass
6.0,82.9,50.0,45.8,8,9,2,70.66,B+,Pass
5.6,78.3,90.0,66.3,6,5,1,74.68,B+,Pass
1.6,95.3,70.9,21.3,6,5,1,48.85,F,Fail
3.7,97.1,93.5,66.9,8,8,5,78.92,B+,Pass
2.6,72.0,37.4,88.5,8,7,2,57.22,C,Pass
5.4,58.7,97.8,73.7,7,8,3,80.97,A,Pass
4.5,89.3,51.0,64.2,5,4,8,66.31,B,Pass
2.1,61.7,98.2,81.0,1,3,8,63.27,B,Pass
1.2,79.2,39.9,57.7,8,4,3,46.35,F,Fail
2.5,83.4,70.3,29.6,7,9,3,59.36,C,Pass
1.2,92.5,63.7,96.5,1,4,5,54.45,C,Pass
1.7,60.4,98.5,61.9,3,10,9,68.75,B,Pass
4.2,91.8,96.3,55.1,3,4,9,74.32,B+,Pass
4.7,75.5,63.8,90.3,2,7,7,71.84,B+,Pass
3.3,76.6,80.3,30.6,1,4,7,57.53,C,Pass
4.0,96.8,42.5,58.1,1,10,1,57.02,C,Pass
1.8,69.0,52.7,33.1,2,7,3,44.24,F,Fail
2.6,51.5,94.2,62.2,4,5,1,58.43,C,Pass
4.6,63.3,47.6,50.6,9,7,2,62.22,B,Pass
2.8,88.3,35.6,44.4,4,8,8,55.59,C,Pass
2.7,92.5,40.4,47.9,5,7,8,57.34,C,Pass
2.0,75.2,56.4,93.7,9,10,9,71.68,B+,Pass
4.0,73.4,37.5,53.5,6,4,9,59.74,C,Pass
5.0,67.7,32.0,52.0,4,1,2,49.57,F,Fail
3.3,91.4,55.9,33.8,5,10,5,61.38,B,Pass
1.6,70.8,52.3,76.6,7,7,5,57.04,C,Pass
5.2,62.4,60.6,52.5,7,10,6,73.06,B+,Pass
1.4,86.2,79.9,21.8,5,6,2,50.46,C,Pass
3.4,75.9,59.0,59.3,8,7,7,66.83,B,Pass
2.3,53.9,32.6,72.4,9,5,3,50.6,C,Pass
5.7,84.0,92.3,47.5,3,6,5,75.4,B+,Pass
4.7,70.6,40.3,51.0,3,9,8,63.58,B,Pass
3.8,92.7,30.7,21.1,10,8,3,56.31,C,Pass
4.3,97.2,90.7,98.9,4,2,5,75.43,B+,Pass
3.7,98.3,54.4,98.6,1,1,2,57.02,C,Pass
1.7,99.4,83.9,52.5,7,9,4,65.59,B,Pass
4.5,92.8,47.4,88.0,6,1,9,68.33,B,Pass
3.5,68.3,65.4,76.5,1,3,4,56.66,C,Pass
4.2,62.9,60.6,70.0,4,1,4,57.74,C,Pass
1.2,60.1,48.7,89.2,2,9,1,48.36,F,Fail
1.7,86.9,62.2,76.6,2,8,2,54.53,C,Pass
3.9,82.0,30.8,42.8,9,2,6,54.92,C,Pass
3.3,78.8,92.3,85.1,1,5,6,68.92,B,Pass
2.1,70.6,34.2,91.2,7,7,5,56.69,C,Pass
2.2,88.5,94.1,51.8,1,8,1,58.94,C,Pass
4.2,70.3,71.7,82.9,9,7,1,71.19,B+,Pass
1.3,72.4,61.2,90.6,1,8,3,53.33,C,Pass
3.2,66.8,34.8,28.0,6,7,4,49.38,F,Fail
3.6,73.4,86.3,99.4,8,4,9,79.22,B+,Pass
2.5,56.2,52.4,70.3,10,6,7,62.26,B,Pass
5.1,95.9,78.4,43.2,5,5,7,73.07,B+,Pass
1.3,87.6,59.3,94.4,6,7,2,57.94,C,Pass
5.3,78.1,97.8,67.9,1,10,3,77.64,B+,Pass
4.6,93.3,74.5,93.3,9,9,7,85.35,A,Pass
3.2,57.1,65.1,87.9,9,4,1,61.97,B,Pass
5.6,56.7,58.7,67.6,9,6,4,71.89,B+,Pass
4.5,88.6,40.1,81.6,7,4,1,61.12,B,Pass
5.7,69.0,60.6,98.6,8,6,10,83.64,A,Pass
3.4,89.0,62.9,61.6,3,8,3,61.46,B,Pass
3.3,89.8,60.3,26.5,4,4,8,57.23,C,Pass
3.7,95.7,99.6,70.1,10,6,10,85.78,A,Pass
1.3,65.9,36.7,55.1,7,3,3,42.23,F,Fail
5.5,52.6,35.5,20.1,6,8,8,61.15,B,Pass
4.3,74.2,61.7,50.0,1,10,10,68.54,B,Pass
4.1,54.1,61.6,64.1,3,9,3,61.82,B,Pass
5.6,75.8,89.3,49.8,8,1,6,74.77,B+,Pass
6.0,93.5,46.8,57.8,10,10,7,80.72,A,Pass
1.8,76.8,89.2,65.3,10,6,7,69.97,B,Pass
4.7,59.3,84.5,84.7,4,6,5,73.56,B+,Pass
3.9,61.3,60.8,83.5,1,6,2,58.46,C,Pass
3.3,93.5,53.1,96.8,2,7,8,67.34,B,Pass
5.9,92.3,90.6,28.9,1,9,1,70.82,B+,Pass
5.3,73.2,32.3,46.6,10,3,1,57.58,C,Pass
4.5,88.1,92.5,84.3,7,6,1,76.58,B+,Pass
2.9,50.8,60.1,63.0,3,6,5,55.16,C,Pass
4.3,93.3,72.7,98.5,1,5,4,69.48,B,Pass
3.7,59.8,52.9,76.8,3,6,10,64.53,B,Pass
2.2,61.9,45.5,31.3,4,10,8,53.06,C,Pass
3.3,77.1,56.8,73.2,6,7,7,66.09,B,Pass
2.1,73.2,93.6,65.1,8,1,4,61.88,B,Pass
3.5,57.1,50.5,26.4,7,3,2,48.3,F,Fail
4.6,85.0,58.6,86.7,1,10,7,72.56,B+,Pass
1.2,78.9,73.3,91.4,1,5,4,54.72,C,Pass
4.8,95.4,91.3,50.4,10,1,5,75.12,B+,Pass
1.1,98.3,50.8,70.0,5,8,2,52.43,C,Pass
3.6,69.6,48.4,80.7,5,10,8,68.56,B,Pass
3.9,69.2,39.9,78.9,7,1,10,62.33,B,Pass
4.8,92.7,55.2,71.3,9,3,2,66.96,B,Pass
4.8,56.0,80.7,62.2,8,6,1,69.31,B,Pass
3.1,51.8,41.1,40.1,1,1,9,44.87,F,Fail
1.3,50.9,90.7,98.1,1,2,3,53.68,C,Pass
4.5,97.7,52.8,93.1,10,2,5,71.94,B+,Pass
3.6,72.0,75.3,33.6,2,5,9,61.46,B,Pass
2.7,82.1,55.4,44.8,5,4,8,56.58,C,Pass
2.2,56.8,33.0,26.2,8,2,9,45.66,F,Fail
1.6,52.1,47.9,82.3,5,5,5,50.93,C,Pass
2.5,94.3,32.6,33.4,6,2,8,48.59,F,Fail
3.3,87.0,74.7,28.5,7,9,8,68.85,B,Pass
3.4,87.8,70.4,56.1,7,4,3,62.4,B,Pass
3.9,73.3,47.2,76.8,5,2,4,57.25,C,Pass
2.8,81.3,87.2,35.6,8,3,1,58.47,C,Pass
5.6,81.1,57.2,70.6,1,8,8,72.4,B+,Pass
3.5,99.4,63.8,64.3,9,8,5,71.54,B+,Pass
3.1,73.4,83.7,82.4,7,8,5,73.03,B+,Pass
1.2,69.7,63.0,56.6,7,2,2,47.01,F,Fail
4.0,85.5,88.6,76.6,9,2,5,74.19,B+,Pass
4.0,84.3,84.9,81.8,9,7,10,83.92,A,Pass
3.9,80.0,68.1,39.4,10,3,2,61.54,B,Pass
5.4,69.5,67.4,25.1,4,10,4,67.17,B,Pass
4.8,72.2,80.8,78.5,2,4,7,71.4,B+,Pass
5.3,62.4,75.4,87.9,7,8,4,78.47,B+,Pass
1.3,61.7,69.0,53.0,2,5,4,47.57,F,Fail
2.6,93.1,53.7,43.2,1,8,4,52.62,C,Pass
2.6,60.9,36.8,67.2,9,9,1,54.77,C,Pass
4.3,92.3,71.1,74.0,5,2,10,72.31,B+,Pass
3.2,58.9,77.0,65.4,5,9,1,62.75,B,Pass
4.9,77.2,85.0,34.6,6,5,4,68.76,B,Pass
2.9,73.8,46.3,98.1,2,10,4,61.27,B,Pass
2.1,88.2,44.4,21.5,5,8,1,45.54,F,Fail
2.5,94.4,77.5,60.6,5,8,5,65.9,B,Pass
1.9,62.7,80.5,28.9,6,2,2,48.33,F,Fail
2.0,72.7,70.9,48.4,3,1,7,51.26,C,Pass
2.1,59.1,52.3,72.9,3,6,8,55.32,C,Pass
1.1,67.1,78.3,29.6,5,7,8,55.12,C,Pass
4.6,62.4,42.6,96.3,2,8,3,62.74,B,Pass
3.0,98.3,65.5,26.7,9,7,4,62.21,B,Pass
1.1,71.8,44.0,50.4,3,10,7,50.14,C,Pass
2.9,63.5,30.9,55.3,1,4,10,48.97,F,Fail
5.5,55.2,79.1,48.8,1,6,5,66.62,B,Pass
3.6,67.4,99.6,83.3,10,7,4,79.54,B+,Pass
5.9,95.1,40.6,90.7,7,1,7,71.86,B+,Pass
3.7,85.5,55.1,50.9,1,2,4,51.76,C,Pass
5.8,57.0,95.5,58.5,5,10,4,80.55,A,Pass
2.0,50.6,54.9,54.0,7,3,5,49.88,F,Fail
2.4,80.3,76.4,68.3,4,6,8,64.97,B,Pass
4.5,97.9,84.8,31.6,3,9,6,71.73,B+,Pass
5.9,64.2,63.8,35.6,4,8,10,73.31,B+,Pass
5.1,68.9,93.6,60.1,9,6,3,77.7,B+,Pass
3.8,90.9,49.4,33.3,7,8,6,62.64,B,Pass
1.4,68.8,71.9,90.9,4,3,4,55.09,C,Pass
2.8,76.9,33.5,57.4,5,6,9,55.88,C,Pass
1.4,51.7,66.7,57.8,1,2,9,48.12,F,Fail
2.6,84.0,56.5,94.5,1,3,7,58.1,C,Pass
2.3,50.8,41.5,37.6,5,5,10,50.3,C,Pass
2.9,68.5,99.3,82.2,9,10,1,75.6,B+,Pass
5.2,54.2,87.3,92.4,3,2,1,67.9,B,Pass
1.8,52.4,94.9,66.3,2,5,7,60.11,B,Pass
2.5,50.2,98.5,29.7,9,9,6,68.1,B,Pass
2.3,51.0,95.9,98.5,2,8,3,66.05,B,Pass
2.5,79.4,72.8,70.2,2,5,7,60.67,B,Pass
2.8,51.0,45.0,46.2,8,10,10,62.48,B,Pass
2.2,53.7,46.5,38.7,9,5,4,49.6,F,Fail
5.7,70.6,44.4,49.2,1,10,8,67.34,B,Pass
3.1,70.3,94.0,79.2,3,7,3,67.81,B,Pass
1.6,63.1,47.5,53.0,7,10,9,58.54,C,Pass
3.3,83.2,76.5,48.3,5,4,1,57.89,C,Pass
1.9,53.3,66.4,30.6,4,2,7,47.12,F,Fail
2.1,64.4,63.5,43.8,9,1,2,49.28,F,Fail
2.4,84.7,35.1,29.8,6,8,4,49.32,F,Fail
1.6,55.3,47.3,94.2,5,10,6,58.88,C,Pass
4.6,85.5,64.9,95.5,3,1,4,65.5,B,Pass
5.0,50.8,84.3,26.4,8,6,10,74.12,B+,Pass
3.0,85.1,32.7,25.7,6,5,8,51.54,C,Pass
4.4,89.3,66.0,96.8,6,7,10,80.55,A,Pass
2.9,84.8,66.3,30.5,3,4,7,55.23,C,Pass
1.8,87.9,39.8,49.3,4,5,4,46.34,F,Fail
3.0,91.4,69.0,80.6,9,3,3,65.48,B,Pass
3.8,73.5,42.5,90.4,2,6,10,64.74,B,Pass
1.2,68.3,72.2,72.0,1,3,8,52.48,C,Pass
4.3,83.1,63.6,67.4,5,3,5,64.52,B,Pass
4.7,79.0,52.8,83.6,5,8,1,66.44,B,Pass
5.3,85.5,43.9,99.4,3,1,4,63.64,B,Pass
1.5,90.8,92.6,22.3,10,8,3,62.58,B,Pass
1.0,51.8,76.4,74.6,7,2,7,55.47,C,Pass
1.4,79.8,40.2,48.2,7,5,6,48.86,F,Fail
5.6,79.3,89.9,33.8,6,2,7,72.88,B+,Pass
4.8,87.4,52.8,62.9,7,5,5,67.58,B,Pass
5.2,95.1,74.8,24.1,9,7,2,70.62,B+,Pass
3.6,61.5,67.2,28.0,9,1,9,60.55,B,Pass
3.6,94.8,59.0,65.0,4,5,10,67.38,B,Pass
2.5,87.7,31.0,46.7,4,1,7,45.53,F,Fail
5.2,62.2,30.5,78.1,8,5,10,69.36,B,Pass
5.1,83.0,83.9,43.6,3,7,5,71.22,B+,Pass
3.0,83.7,86.9,93.0,7,5,6,74.04,B+,Pass
2.6,66.4,85.2,26.8,5,1,6,54.36,C,Pass
4.7,68.9,73.3,69.5,10,6,1,71.44,B+,Pass
1.1,54.4,96.9,74.8,1,9,1,56.28,C,Pass
5.3,76.3,41.9,90.1,8,10,1,71.82,B+,Pass
3.2,98.9,72.9,95.5,7,5,4,71.24,B+,Pass
3.2,52.8,81.0,56.0,6,4,6,62.73,B,Pass
4.3,80.5,73.3,22.7,2,10,8,66.98,B,Pass
4.2,51.0,80.4,57.0,1,10,5,66.55,B,Pass
2.3,52.2,75.2,49.1,7,3,1,51.58,C,Pass
5.7,79.2,69.8,42.8,2,7,6,69.59,B,Pass
5.9,85.1,39.2,64.8,8,9,8,76.63,B+,Pass
3.6,80.6,36.3,47.2,8,6,10,62.62,B,Pass
3.8,75.1,63.3,36.0,2,1,3,49.93,F,Fail
3.8,88.5,97.0,72.1,6,2,6,73.11,B+,Pass
3.4,58.5,54.1,67.3,4,9,6,62.07,B,Pass
5.7,96.4,30.1,23.1,5,1,5,54.43,C,Pass
2.2,85.7,87.5,57.5,8,5,4,64.87,B,Pass
1.5,88.9,76.3,43.0,8,5,7,60.42,B,Pass
5.6,52.3,80.5,56.4,5,8,4,73.22,B+,Pass
2.1,78.6,82.4,48.3,7,5,5,61.1,B,Pass
4.7,75.4,45.7,62.3,2,8,8,65.11,B,Pass
2.0,92.5,65.9,51.1,1,8,6,56.39,C,Pass
5.8,89.6,59.2,39.5,5,9,3,69.88,B,Pass
5.0,66.3,53.6,20.9,5,7,8,63.16,B,Pass
5.6,57.1,90.6,85.8,10,8,3,84.63,A,Pass
5.8,63.5,100.0,80.7,7,6,5,84.66,A,Pass
1.4,94.9,91.8,73.4,6,4,3,62.05,B,Pass
3.2,69.2,41.0,30.7,7,6,2,49.58,F,Fail
4.2,96.5,76.4,76.9,7,7,5,76.09,B+,Pass
5.0,69.4,43.9,74.1,8,8,5,70.03,B+,Pass
2.2,99.5,37.9,63.2,7,1,1,46.7,F,Fail
5.6,64.6,99.3,42.3,4,8,5,77.03,B+,Pass
2.1,71.0,92.2,73.8,7,3,2,61.62,B,Pass
5.3,65.8,75.1,93.5,10,10,3,83.58,A,Pass
3.6,99.5,63.6,70.7,4,3,5,62.86,B,Pass
3.6,71.3,73.1,25.9,1,8,2,54.69,C,Pass
2.9,90.5,69.9,32.2,1,3,7,53.96,C,Pass
1.5,57.9,49.8,55.6,5,5,8,50.58,C,Pass
2.7,54.9,91.6,90.5,2,1,4,59.76,C,Pass
3.1,94.9,91.8,34.9,2,6,1,59.08,C,Pass
3.4,69.9,81.0,71.8,9,6,6,72.61,B+,Pass
4.7,85.9,47.6,46.7,1,3,5,55.3,C,Pass
2.8,71.1,94.3,28.5,6,7,8,67.16,B,Pass
3.0,90.6,95.8,55.4,9,10,9,81.32,A,Pass
5.5,80.7,56.5,25.7,3,1,10,62.05,B,Pass
4.8,86.2,61.5,63.6,6,2,1,61.74,B,Pass
1.1,88.1,56.4,98.7,5,9,10,66.12,B,Pass
5.1,58.7,82.6,53.5,7,3,8,72.94,B+,Pass
5.9,67.7,64.5,57.3,1,2,2,60.09,B,Pass
5.7,65.8,68.0,33.9,4,7,6,68.46,B,Pass
5.2,80.8,80.2,74.6,8,3,7,78.12,B+,Pass
4.1,52.5,79.3,94.0,10,6,7,78.57,B+,Pass
2.4,58.0,52.7,60.1,5,6,7,55.59,C,Pass
4.3,50.1,34.1,70.5,4,9,5,59.31,C,Pass
4.5,69.5,91.5,94.5,8,4,8,82.0,A,Pass
2.4,71.9,33.2,30.7,6,2,6,43.7,F,Fail
2.3,59.0,33.5,90.3,5,3,3,48.02,F,Fail
3.0,58.6,95.6,40.4,3,9,8,67.82,B,Pass
4.2,71.4,69.3,35.2,10,7,4,67.54,B,Pass
2.5,62.5,65.4,84.3,5,7,4,61.24,B,Pass
3.8,53.7,65.3,69.5,4,1,4,56.32,C,Pass
5.5,96.1,44.5,64.0,6,2,5,65.34,B,Pass
2.5,93.3,39.3,57.0,8,2,5,52.7,C,Pass
5.8,52.6,94.6,55.6,1,7,10,78.45,B+,Pass
3.4,60.3,97.2,27.1,1,4,7,60.0,B,Pass
1.5,85.3,90.2,85.6,5,9,5,68.92,B,Pass
1.3,53.4,73.4,28.9,6,9,1,49.22,F,Fail
2.7,95.9,96.7,30.3,2,4,1,56.11,C,Pass
2.3,50.7,63.7,53.5,4,1,3,46.22,F,Fail
5.2,76.9,81.1,96.0,3,2,7,75.16,B+,Pass
4.7,70.1,40.2,29.1,6,2,4,52.22,C,Pass
5.4,73.9,70.6,81.2,2,2,9,71.82,B+,Pass
3.9,86.2,90.3,65.8,8,2,10,76.66,B+,Pass
3.2,51.4,48.5,92.3,6,9,10,68.91,B,Pass
2.4,81.1,71.0,45.1,6,7,5,60.22,B,Pass
3.9,91.8,97.5,75.4,1,2,5,68.46,B,Pass
4.1,85.2,30.2,76.0,4,2,3,52.87,C,Pass
3.0,68.4,45.7,44.5,6,3,9,54.94,C,Pass
